path,emotion
processed_audio\tess_happy_OAF_long_happy.wav,happy
processed_audio\tess_happy_OAF_lore_happy.wav,happy
processed_audio\tess_happy_OAF_lose_happy.wav,happy
processed_audio\tess_happy_OAF_lot_happy.wav,happy
processed_audio\tess_happy_OAF_love_happy.wav,happy
processed_audio\tess_happy_OAF_luck_happy.wav,happy
processed_audio\tess_happy_OAF_make_happy.wav,happy
processed_audio\tess_happy_OAF_match_happy.wav,happy
processed_audio\tess_happy_OAF_merge_happy.wav,happy
processed_audio\tess_happy_OAF_mess_happy.wav,happy
processed_audio\tess_happy_OAF_met_happy.wav,happy
processed_audio\tess_happy_OAF_mill_happy.wav,happy
processed_audio\tess_happy_OAF_mob_happy.wav,happy
processed_audio\tess_happy_OAF_mode_happy.wav,happy
processed_audio\tess_happy_OAF_mood_happy.wav,happy
processed_audio\tess_happy_OAF_moon_happy.wav,happy
processed_audio\tess_happy_OAF_mop_happy.wav,happy
processed_audio\tess_happy_OAF_mouse_happy.wav,happy
processed_audio\tess_happy_OAF_nag_happy.wav,happy
processed_audio\tess_happy_OAF_name_happy.wav,happy
processed_audio\tess_happy_OAF_near_happy.wav,happy
processed_audio\tess_happy_OAF_neat_happy.wav,happy
processed_audio\tess_happy_OAF_nice_happy.wav,happy
processed_audio\tess_happy_OAF_note_happy.wav,happy
processed_audio\tess_happy_OAF_numb_happy.wav,happy
processed_audio\tess_happy_OAF_pad_happy.wav,happy
processed_audio\tess_happy_OAF_page_happy.wav,happy
processed_audio\tess_happy_OAF_pain_happy.wav,happy
processed_audio\tess_happy_OAF_pass_happy.wav,happy
processed_audio\tess_happy_OAF_pearl_happy.wav,happy
processed_audio\tess_happy_OAF_peg_happy.wav,happy
processed_audio\tess_happy_OAF_perch_happy.wav,happy
processed_audio\tess_happy_OAF_phone_happy.wav,happy
processed_audio\tess_happy_OAF_pick_happy.wav,happy
processed_audio\tess_happy_OAF_pike_happy.wav,happy
processed_audio\tess_happy_OAF_pole_happy.wav,happy
processed_audio\tess_happy_OAF_pool_happy.wav,happy
processed_audio\tess_happy_OAF_puff_happy.wav,happy
processed_audio\tess_happy_OAF_rag_happy.wav,happy
processed_audio\tess_happy_OAF_raid_happy.wav,happy
processed_audio\tess_happy_OAF_rain_happy.wav,happy
processed_audio\tess_happy_OAF_raise_happy.wav,happy
processed_audio\tess_happy_OAF_rat_happy.wav,happy
processed_audio\tess_happy_OAF_reach_happy.wav,happy
processed_audio\tess_happy_OAF_read_happy.wav,happy
processed_audio\tess_happy_OAF_red_happy.wav,happy
processed_audio\tess_happy_OAF_ring_happy.wav,happy
processed_audio\tess_happy_OAF_ripe_happy.wav,happy
processed_audio\tess_happy_OAF_road_happy.wav,happy
processed_audio\tess_happy_OAF_room_happy.wav,happy
processed_audio\tess_happy_OAF_rose_happy.wav,happy
processed_audio\tess_happy_OAF_rot_happy.wav,happy
processed_audio\tess_happy_OAF_rough_happy.wav,happy
processed_audio\tess_happy_OAF_rush_happy.wav,happy
processed_audio\tess_happy_OAF_said_happy.wav,happy
processed_audio\tess_happy_OAF_sail_happy.wav,happy
processed_audio\tess_happy_OAF_search_happy.wav,happy
processed_audio\tess_happy_OAF_seize_happy.wav,happy
processed_audio\tess_happy_OAF_sell_happy.wav,happy
processed_audio\tess_happy_OAF_shack_happy.wav,happy
processed_audio\tess_happy_OAF_shall_happy.wav,happy
processed_audio\tess_happy_OAF_shawl_happy.wav,happy
processed_audio\tess_happy_OAF_sheep_happy.wav,happy
processed_audio\tess_happy_OAF_shirt_happy.wav,happy
processed_audio\tess_happy_OAF_should_happy.wav,happy
processed_audio\tess_happy_OAF_shout_happy.wav,happy
processed_audio\tess_happy_OAF_size_happy.wav,happy
processed_audio\tess_happy_OAF_soap_happy.wav,happy
processed_audio\tess_happy_OAF_soup_happy.wav,happy
processed_audio\tess_happy_OAF_sour_happy.wav,happy
processed_audio\tess_happy_OAF_south_happy.wav,happy
processed_audio\tess_happy_OAF_sub_happy.wav,happy
processed_audio\tess_happy_OAF_such_happy.wav,happy
processed_audio\tess_happy_OAF_sure_happy.wav,happy
processed_audio\tess_happy_OAF_take_happy.wav,happy
processed_audio\tess_happy_OAF_talk_happy.wav,happy
processed_audio\tess_happy_OAF_tape_happy.wav,happy
processed_audio\tess_happy_OAF_team_happy.wav,happy
processed_audio\tess_happy_OAF_tell_happy.wav,happy
processed_audio\tess_happy_OAF_thin_happy.wav,happy
processed_audio\tess_happy_OAF_third_happy.wav,happy
processed_audio\tess_happy_OAF_thought_happy.wav,happy
processed_audio\tess_happy_OAF_thumb_happy.wav,happy
processed_audio\tess_happy_OAF_time_happy.wav,happy
processed_audio\tess_happy_OAF_tip_happy.wav,happy
processed_audio\tess_happy_OAF_tire_happy.wav,happy
processed_audio\tess_happy_OAF_ton_happy.wav,happy
processed_audio\tess_happy_OAF_tool_happy.wav,happy
processed_audio\tess_happy_OAF_tough_happy.wav,happy
processed_audio\tess_happy_OAF_turn_happy.wav,happy
processed_audio\tess_happy_OAF_vine_happy.wav,happy
processed_audio\tess_happy_OAF_voice_happy.wav,happy
processed_audio\tess_happy_OAF_void_happy.wav,happy
processed_audio\tess_happy_OAF_vote_happy.wav,happy
processed_audio\tess_happy_OAF_wag_happy.wav,happy
processed_audio\tess_happy_OAF_walk_happy.wav,happy
processed_audio\tess_happy_OAF_wash_happy.wav,happy
processed_audio\tess_happy_OAF_week_happy.wav,happy
processed_audio\tess_happy_OAF_wheat_happy.wav,happy
processed_audio\tess_happy_OAF_when_happy.wav,happy
processed_audio\tess_happy_OAF_which_happy.wav,happy
processed_audio\tess_happy_OAF_whip_happy.wav,happy
processed_audio\tess_happy_OAF_white_happy.wav,happy
processed_audio\tess_happy_OAF_wife_happy.wav,happy
processed_audio\tess_happy_OAF_wire_happy.wav,happy
processed_audio\tess_happy_OAF_witch_happy.wav,happy
processed_audio\tess_happy_OAF_yearn_happy.wav,happy
processed_audio\tess_happy_OAF_yes_happy.wav,happy
processed_audio\tess_happy_OAF_young_happy.wav,happy
processed_audio\tess_happy_OAF_youth_happy.wav,happy
processed_audio\tess_neutral_OAF_back_neutral.wav,neutral
processed_audio\tess_neutral_OAF_bar_neutral.wav,neutral
processed_audio\tess_neutral_OAF_base_neutral.wav,neutral
processed_audio\tess_neutral_OAF_bath_neutral.wav,neutral
processed_audio\tess_neutral_OAF_bean_neutral.wav,neutral
processed_audio\tess_neutral_OAF_beg_neutral.wav,neutral
processed_audio\tess_neutral_OAF_boat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_bone_neutral.wav,neutral
processed_audio\tess_neutral_OAF_book_neutral.wav,neutral
processed_audio\tess_neutral_OAF_bought_neutral.wav,neutral
processed_audio\tess_neutral_OAF_burn_neutral.wav,neutral
processed_audio\tess_neutral_OAF_cab_neutral.wav,neutral
processed_audio\tess_neutral_OAF_calm_neutral.wav,neutral
processed_audio\tess_neutral_OAF_came_neutral.wav,neutral
processed_audio\tess_neutral_OAF_cause_neutral.wav,neutral
processed_audio\tess_neutral_OAF_chain_neutral.wav,neutral
processed_audio\tess_neutral_OAF_chair_neutral.wav,neutral
processed_audio\tess_neutral_OAF_chalk_neutral.wav,neutral
processed_audio\tess_neutral_OAF_chat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_check_neutral.wav,neutral
processed_audio\tess_neutral_OAF_cheek_neutral.wav,neutral
processed_audio\tess_neutral_OAF_chief_neutral.wav,neutral
processed_audio\tess_neutral_OAF_choice_neutral.wav,neutral
processed_audio\tess_neutral_OAF_cool_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dab_neutral.wav,neutral
processed_audio\tess_neutral_OAF_date_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dead_neutral.wav,neutral
processed_audio\tess_neutral_OAF_death_neutral.wav,neutral
processed_audio\tess_neutral_OAF_deep_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dime_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dip_neutral.wav,neutral
processed_audio\tess_neutral_OAF_ditch_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dodge_neutral.wav,neutral
processed_audio\tess_neutral_OAF_dog_neutral.wav,neutral
processed_audio\tess_neutral_OAF_doll_neutral.wav,neutral
processed_audio\tess_neutral_OAF_door_neutral.wav,neutral
processed_audio\tess_neutral_OAF_fail_neutral.wav,neutral
processed_audio\tess_neutral_OAF_fall_neutral.wav,neutral
processed_audio\tess_neutral_OAF_far_neutral.wav,neutral
processed_audio\tess_neutral_OAF_fat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_fit_neutral.wav,neutral
processed_audio\tess_neutral_OAF_five_neutral.wav,neutral
processed_audio\tess_neutral_OAF_food_neutral.wav,neutral
processed_audio\tess_neutral_OAF_gap_neutral.wav,neutral
processed_audio\tess_neutral_OAF_gas_neutral.wav,neutral
processed_audio\tess_neutral_OAF_gaze_neutral.wav,neutral
processed_audio\tess_neutral_OAF_germ_neutral.wav,neutral
processed_audio\tess_neutral_OAF_get_neutral.wav,neutral
processed_audio\tess_neutral_OAF_gin_neutral.wav,neutral
processed_audio\tess_neutral_OAF_goal_neutral.wav,neutral
processed_audio\tess_neutral_OAF_good_neutral.wav,neutral
processed_audio\tess_neutral_OAF_goose_neutral.wav,neutral
processed_audio\tess_neutral_OAF_gun_neutral.wav,neutral
processed_audio\tess_neutral_OAF_half_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hall_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hash_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hate_neutral.wav,neutral
processed_audio\tess_neutral_OAF_have_neutral.wav,neutral
processed_audio\tess_neutral_OAF_haze_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hire_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hit_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hole_neutral.wav,neutral
processed_audio\tess_neutral_OAF_home_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hurl_neutral.wav,neutral
processed_audio\tess_neutral_OAF_hush_neutral.wav,neutral
processed_audio\tess_neutral_OAF_jail_neutral.wav,neutral
processed_audio\tess_neutral_OAF_jar_neutral.wav,neutral
processed_audio\tess_neutral_OAF_join_neutral.wav,neutral
processed_audio\tess_neutral_OAF_judge_neutral.wav,neutral
processed_audio\tess_neutral_OAF_jug_neutral.wav,neutral
processed_audio\tess_neutral_OAF_juice_neutral.wav,neutral
processed_audio\tess_neutral_OAF_keen_neutral.wav,neutral
processed_audio\tess_neutral_OAF_keep_neutral.wav,neutral
processed_audio\tess_neutral_OAF_keg_neutral.wav,neutral
processed_audio\tess_neutral_OAF_kick_neutral.wav,neutral
processed_audio\tess_neutral_OAF_kill_neutral.wav,neutral
processed_audio\tess_neutral_OAF_king_neutral.wav,neutral
processed_audio\tess_neutral_OAF_kite_neutral.wav,neutral
processed_audio\tess_neutral_OAF_knock_neutral.wav,neutral
processed_audio\tess_neutral_OAF_late_neutral.wav,neutral
processed_audio\tess_neutral_OAF_laud_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lean_neutral.wav,neutral
processed_audio\tess_neutral_OAF_learn_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lease_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lid_neutral.wav,neutral
processed_audio\tess_neutral_OAF_life_neutral.wav,neutral
processed_audio\tess_neutral_OAF_limb_neutral.wav,neutral
processed_audio\tess_neutral_OAF_live_neutral.wav,neutral
processed_audio\tess_neutral_OAF_loaf_neutral.wav,neutral
processed_audio\tess_neutral_OAF_long_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lore_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lose_neutral.wav,neutral
processed_audio\tess_neutral_OAF_lot_neutral.wav,neutral
processed_audio\tess_neutral_OAF_love_neutral.wav,neutral
processed_audio\tess_neutral_OAF_luck_neutral.wav,neutral
processed_audio\tess_neutral_OAF_make_neutral.wav,neutral
processed_audio\tess_neutral_OAF_match_neutral.wav,neutral
processed_audio\tess_neutral_OAF_merge_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mess_neutral.wav,neutral
processed_audio\tess_neutral_OAF_met_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mill_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mob_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mode_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mood_neutral.wav,neutral
processed_audio\tess_neutral_OAF_moon_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mop_neutral.wav,neutral
processed_audio\tess_neutral_OAF_mouse_neutral.wav,neutral
processed_audio\tess_neutral_OAF_nag_neutral.wav,neutral
processed_audio\tess_neutral_OAF_name_neutral.wav,neutral
processed_audio\tess_neutral_OAF_near_neutral.wav,neutral
processed_audio\tess_neutral_OAF_neat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_nice_neutral.wav,neutral
processed_audio\tess_neutral_OAF_note_neutral.wav,neutral
processed_audio\tess_neutral_OAF_numb_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pad_neutral.wav,neutral
processed_audio\tess_neutral_OAF_page_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pain_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pass_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pearl_neutral.wav,neutral
processed_audio\tess_neutral_OAF_peg_neutral.wav,neutral
processed_audio\tess_neutral_OAF_perch_neutral.wav,neutral
processed_audio\tess_neutral_OAF_phone_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pick_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pike_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pole_neutral.wav,neutral
processed_audio\tess_neutral_OAF_pool_neutral.wav,neutral
processed_audio\tess_neutral_OAF_puff_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rag_neutral.wav,neutral
processed_audio\tess_neutral_OAF_raid_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rain_neutral.wav,neutral
processed_audio\tess_neutral_OAF_raise_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_reach_neutral.wav,neutral
processed_audio\tess_neutral_OAF_read_neutral.wav,neutral
processed_audio\tess_neutral_OAF_red_neutral.wav,neutral
processed_audio\tess_neutral_OAF_ring_neutral.wav,neutral
processed_audio\tess_neutral_OAF_ripe_neutral.wav,neutral
processed_audio\tess_neutral_OAF_road_neutral.wav,neutral
processed_audio\tess_neutral_OAF_room_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rose_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rot_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rough_neutral.wav,neutral
processed_audio\tess_neutral_OAF_rush_neutral.wav,neutral
processed_audio\tess_neutral_OAF_said_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sail_neutral.wav,neutral
processed_audio\tess_neutral_OAF_search_neutral.wav,neutral
processed_audio\tess_neutral_OAF_seize_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sell_neutral.wav,neutral
processed_audio\tess_neutral_OAF_shack_neutral.wav,neutral
processed_audio\tess_neutral_OAF_shall_neutral.wav,neutral
processed_audio\tess_neutral_OAF_shawl_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sheep_neutral.wav,neutral
processed_audio\tess_neutral_OAF_shirt_neutral.wav,neutral
processed_audio\tess_neutral_OAF_should_neutral.wav,neutral
processed_audio\tess_neutral_OAF_shout_neutral.wav,neutral
processed_audio\tess_neutral_OAF_size_neutral.wav,neutral
processed_audio\tess_neutral_OAF_soap_neutral.wav,neutral
processed_audio\tess_neutral_OAF_soup_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sour_neutral.wav,neutral
processed_audio\tess_neutral_OAF_south_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sub_neutral.wav,neutral
processed_audio\tess_neutral_OAF_such_neutral.wav,neutral
processed_audio\tess_neutral_OAF_sure_neutral.wav,neutral
processed_audio\tess_neutral_OAF_take_neutral.wav,neutral
processed_audio\tess_neutral_OAF_talk_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tape_neutral.wav,neutral
processed_audio\tess_neutral_OAF_team_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tell_neutral.wav,neutral
processed_audio\tess_neutral_OAF_thin_neutral.wav,neutral
processed_audio\tess_neutral_OAF_third_neutral.wav,neutral
processed_audio\tess_neutral_OAF_thought_neutral.wav,neutral
processed_audio\tess_neutral_OAF_thumb_neutral.wav,neutral
processed_audio\tess_neutral_OAF_time_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tip_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tire_neutral.wav,neutral
processed_audio\tess_neutral_OAF_ton_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tool_neutral.wav,neutral
processed_audio\tess_neutral_OAF_tough_neutral.wav,neutral
processed_audio\tess_neutral_OAF_turn_neutral.wav,neutral
processed_audio\tess_neutral_OAF_vine_neutral.wav,neutral
processed_audio\tess_neutral_OAF_voice_neutral.wav,neutral
processed_audio\tess_neutral_OAF_void_neutral.wav,neutral
processed_audio\tess_neutral_OAF_vote_neutral.wav,neutral
processed_audio\tess_neutral_OAF_wag_neutral.wav,neutral
processed_audio\tess_neutral_OAF_walk_neutral.wav,neutral
processed_audio\tess_neutral_OAF_wash_neutral.wav,neutral
processed_audio\tess_neutral_OAF_week_neutral.wav,neutral
processed_audio\tess_neutral_OAF_wheat_neutral.wav,neutral
processed_audio\tess_neutral_OAF_when_neutral.wav,neutral
processed_audio\tess_neutral_OAF_which_neutral.wav,neutral
processed_audio\tess_neutral_OAF_whip_neutral.wav,neutral
processed_audio\tess_neutral_OAF_white_neutral.wav,neutral
processed_audio\tess_neutral_OAF_wife_neutral.wav,neutral
processed_audio\tess_neutral_OAF_wire_neutral.wav,neutral
processed_audio\tess_neutral_OAF_witch_neutral.wav,neutral
processed_audio\tess_neutral_OAF_yearn_neutral.wav,neutral
processed_audio\tess_neutral_OAF_yes_neutral.wav,neutral
processed_audio\tess_neutral_OAF_young_neutral.wav,neutral
processed_audio\tess_neutral_OAF_youth_neutral.wav,neutral
processed_audio\tess_neutral_OA_bite_neutral.wav,neutral
processed_audio\tess_sad_OAF_back_sad.wav,sad
processed_audio\tess_sad_OAF_bar_sad.wav,sad
processed_audio\tess_sad_OAF_base_sad.wav,sad
processed_audio\tess_sad_OAF_bath_sad.wav,sad
processed_audio\tess_sad_OAF_bean_sad.wav,sad
processed_audio\tess_sad_OAF_beg_sad.wav,sad
processed_audio\tess_sad_OAF_bite_sad.wav,sad
processed_audio\tess_sad_OAF_boat_sad.wav,sad
processed_audio\tess_sad_OAF_bone_sad.wav,sad
processed_audio\tess_sad_OAF_book_sad.wav,sad
processed_audio\tess_sad_OAF_bought_sad.wav,sad
processed_audio\tess_sad_OAF_burn_sad.wav,sad
processed_audio\tess_sad_OAF_cab_sad.wav,sad
processed_audio\tess_sad_OAF_calm_sad.wav,sad
processed_audio\tess_sad_OAF_came_sad.wav,sad
processed_audio\tess_sad_OAF_cause_sad.wav,sad
processed_audio\tess_sad_OAF_chain_sad.wav,sad
processed_audio\tess_sad_OAF_chair_sad.wav,sad
processed_audio\tess_sad_OAF_chalk_sad.wav,sad
processed_audio\tess_sad_OAF_chat_sad.wav,sad
processed_audio\tess_sad_OAF_check_sad.wav,sad
processed_audio\tess_sad_OAF_cheek_sad.wav,sad
processed_audio\tess_sad_OAF_chief_sad.wav,sad
processed_audio\tess_sad_OAF_choice_sad.wav,sad
processed_audio\tess_sad_OAF_cool_sad.wav,sad
processed_audio\tess_sad_OAF_dab_sad.wav,sad
processed_audio\tess_sad_OAF_date_sad.wav,sad
processed_audio\tess_sad_OAF_dead_sad.wav,sad
processed_audio\tess_sad_OAF_death_sad.wav,sad
processed_audio\tess_sad_OAF_deep_sad.wav,sad
processed_audio\tess_sad_OAF_dime_sad.wav,sad
processed_audio\tess_sad_OAF_dip_sad.wav,sad
processed_audio\tess_sad_OAF_ditch_sad.wav,sad
processed_audio\tess_sad_OAF_dodge_sad.wav,sad
processed_audio\tess_sad_OAF_dog_sad.wav,sad
processed_audio\tess_sad_OAF_doll_sad.wav,sad
processed_audio\tess_sad_OAF_door_sad.wav,sad
processed_audio\tess_sad_OAF_fail_sad.wav,sad
processed_audio\tess_sad_OAF_fall_sad.wav,sad
processed_audio\tess_sad_OAF_far_sad.wav,sad
processed_audio\tess_sad_OAF_fat_sad.wav,sad
processed_audio\tess_sad_OAF_fit_sad.wav,sad
processed_audio\tess_sad_OAF_five_sad.wav,sad
processed_audio\tess_sad_OAF_food_sad.wav,sad
processed_audio\tess_sad_OAF_gap_sad.wav,sad
processed_audio\tess_sad_OAF_gas_sad.wav,sad
processed_audio\tess_sad_OAF_gaze_sad.wav,sad
processed_audio\tess_sad_OAF_germ_sad.wav,sad
processed_audio\tess_sad_OAF_get_sad.wav,sad
processed_audio\tess_sad_OAF_gin_sad.wav,sad
processed_audio\tess_sad_OAF_goal_sad.wav,sad
processed_audio\tess_sad_OAF_good_sad.wav,sad
processed_audio\tess_sad_OAF_goose_sad.wav,sad
processed_audio\tess_sad_OAF_gun_sad.wav,sad
processed_audio\tess_sad_OAF_half_sad.wav,sad
processed_audio\tess_sad_OAF_hall_sad.wav,sad
processed_audio\tess_sad_OAF_hash_sad.wav,sad
processed_audio\tess_sad_OAF_hate_sad.wav,sad
processed_audio\tess_sad_OAF_have_sad.wav,sad
processed_audio\tess_sad_OAF_haze_sad.wav,sad
processed_audio\tess_sad_OAF_hire_sad.wav,sad
processed_audio\tess_sad_OAF_hit_sad.wav,sad
processed_audio\tess_sad_OAF_hole_sad.wav,sad
processed_audio\tess_sad_OAF_home_sad.wav,sad
processed_audio\tess_sad_OAF_hurl_sad.wav,sad
processed_audio\tess_sad_OAF_hush_sad.wav,sad
processed_audio\tess_sad_OAF_jail_sad.wav,sad
processed_audio\tess_sad_OAF_jar_sad.wav,sad
processed_audio\tess_sad_OAF_join_sad.wav,sad
processed_audio\tess_sad_OAF_judge_sad.wav,sad
processed_audio\tess_sad_OAF_jug_sad.wav,sad
processed_audio\tess_sad_OAF_juice_sad.wav,sad
processed_audio\tess_sad_OAF_keen_sad.wav,sad
processed_audio\tess_sad_OAF_keep_sad.wav,sad
processed_audio\tess_sad_OAF_keg_sad.wav,sad
processed_audio\tess_sad_OAF_kick_sad.wav,sad
processed_audio\tess_sad_OAF_kill_sad.wav,sad
processed_audio\tess_sad_OAF_king_sad.wav,sad
processed_audio\tess_sad_OAF_kite_sad.wav,sad
processed_audio\tess_sad_OAF_knock_sad.wav,sad
processed_audio\tess_sad_OAF_late_sad.wav,sad
processed_audio\tess_sad_OAF_laud_sad.wav,sad
processed_audio\tess_sad_OAF_lean_sad.wav,sad
processed_audio\tess_sad_OAF_learn_sad.wav,sad
processed_audio\tess_sad_OAF_lease_sad.wav,sad
processed_audio\tess_sad_OAF_lid_sad.wav,sad
processed_audio\tess_sad_OAF_life_sad.wav,sad
processed_audio\tess_sad_OAF_limb_sad.wav,sad
processed_audio\tess_sad_OAF_live_sad.wav,sad
processed_audio\tess_sad_OAF_loaf_sad.wav,sad
processed_audio\tess_sad_OAF_long_sad.wav,sad
processed_audio\tess_sad_OAF_lore_sad.wav,sad
processed_audio\tess_sad_OAF_lose_sad.wav,sad
processed_audio\tess_sad_OAF_lot_sad.wav,sad
processed_audio\tess_sad_OAF_love_sad.wav,sad
processed_audio\tess_sad_OAF_luck_sad.wav,sad
processed_audio\tess_sad_OAF_make_sad.wav,sad
processed_audio\tess_sad_OAF_match_sad.wav,sad
processed_audio\tess_sad_OAF_merge_sad.wav,sad
processed_audio\tess_sad_OAF_mess_sad.wav,sad
processed_audio\tess_sad_OAF_met_sad.wav,sad
processed_audio\tess_sad_OAF_mill_sad.wav,sad
processed_audio\tess_sad_OAF_mob_sad.wav,sad
processed_audio\tess_sad_OAF_mode_sad.wav,sad
processed_audio\tess_sad_OAF_mood_sad.wav,sad
processed_audio\tess_sad_OAF_moon_sad.wav,sad
processed_audio\tess_sad_OAF_mop_sad.wav,sad
processed_audio\tess_sad_OAF_mouse_sad.wav,sad
processed_audio\tess_sad_OAF_nag_sad.wav,sad
processed_audio\tess_sad_OAF_name_sad.wav,sad
processed_audio\tess_sad_OAF_near_sad.wav,sad
processed_audio\tess_sad_OAF_neat_sad.wav,sad
processed_audio\tess_sad_OAF_nice_sad.wav,sad
processed_audio\tess_sad_OAF_note_sad.wav,sad
processed_audio\tess_sad_OAF_numb_sad.wav,sad
processed_audio\tess_sad_OAF_pad_sad.wav,sad
processed_audio\tess_sad_OAF_page_sad.wav,sad
processed_audio\tess_sad_OAF_pain_sad.wav,sad
processed_audio\tess_sad_OAF_pass_sad.wav,sad
processed_audio\tess_sad_OAF_pearl_sad.wav,sad
processed_audio\tess_sad_OAF_peg_sad.wav,sad
processed_audio\tess_sad_OAF_perch_sad.wav,sad
processed_audio\tess_sad_OAF_phone_sad.wav,sad
processed_audio\tess_sad_OAF_pick_sad.wav,sad
processed_audio\tess_sad_OAF_pike_sad.wav,sad
processed_audio\tess_sad_OAF_pole_sad.wav,sad
processed_audio\tess_sad_OAF_pool_sad.wav,sad
processed_audio\tess_sad_OAF_puff_sad.wav,sad
processed_audio\tess_sad_OAF_rag_sad.wav,sad
processed_audio\tess_sad_OAF_raid_sad.wav,sad
processed_audio\tess_sad_OAF_rain_sad.wav,sad
processed_audio\tess_sad_OAF_raise_sad.wav,sad
processed_audio\tess_sad_OAF_rat_sad.wav,sad
processed_audio\tess_sad_OAF_reach_sad.wav,sad
processed_audio\tess_sad_OAF_read_sad.wav,sad
processed_audio\tess_sad_OAF_red_sad.wav,sad
processed_audio\tess_sad_OAF_ring_sad.wav,sad
processed_audio\tess_sad_OAF_ripe_sad.wav,sad
processed_audio\tess_sad_OAF_road_sad.wav,sad
processed_audio\tess_sad_OAF_room_sad.wav,sad
processed_audio\tess_sad_OAF_rose_sad.wav,sad
processed_audio\tess_sad_OAF_rot_sad.wav,sad
processed_audio\tess_sad_OAF_rough_sad.wav,sad
processed_audio\tess_sad_OAF_rush_sad.wav,sad
processed_audio\tess_sad_OAF_said_sad.wav,sad
processed_audio\tess_sad_OAF_sail_sad.wav,sad
processed_audio\tess_sad_OAF_search_sad.wav,sad
processed_audio\tess_sad_OAF_seize_sad.wav,sad
processed_audio\tess_sad_OAF_sell_sad.wav,sad
processed_audio\tess_sad_OAF_shack_sad.wav,sad
processed_audio\tess_sad_OAF_shall_sad.wav,sad
processed_audio\tess_sad_OAF_shawl_sad.wav,sad
processed_audio\tess_sad_OAF_sheep_sad.wav,sad
processed_audio\tess_sad_OAF_shirt_sad.wav,sad
processed_audio\tess_sad_OAF_should_sad.wav,sad
processed_audio\tess_sad_OAF_shout_sad.wav,sad
processed_audio\tess_sad_OAF_size_sad.wav,sad
processed_audio\tess_sad_OAF_soap_sad.wav,sad
processed_audio\tess_sad_OAF_soup_sad.wav,sad
processed_audio\tess_sad_OAF_sour_sad.wav,sad
processed_audio\tess_sad_OAF_south_sad.wav,sad
processed_audio\tess_sad_OAF_sub_sad.wav,sad
processed_audio\tess_sad_OAF_such_sad.wav,sad
processed_audio\tess_sad_OAF_sure_sad.wav,sad
processed_audio\tess_sad_OAF_take_sad.wav,sad
processed_audio\tess_sad_OAF_talk_sad.wav,sad
processed_audio\tess_sad_OAF_tape_sad.wav,sad
processed_audio\tess_sad_OAF_team_sad.wav,sad
processed_audio\tess_sad_OAF_tell_sad.wav,sad
processed_audio\tess_sad_OAF_thin_sad.wav,sad
processed_audio\tess_sad_OAF_third_sad.wav,sad
